index,InvoiceNo,StockCode,year,month,day,hour,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,amount_spent
140,536381,21523,2010,12,3,9,"doormat fancy font home sweet home",10,"2010-12-01 09:41:00",6.75,15311,"United Kingdom",67.5
141,536382,10002,2010,12,3,9,"inflatable political globe",12,"2010-12-01 09:45:00",0.85,16098,"United Kingdom",10.2
142,536382,21912,2010,12,3,9,"vintage snakes & ladders",8,"2010-12-01 09:45:00",3.75,16098,"United Kingdom",30
143,536382,21832,2010,12,3,9,"chocolate calculator",12,"2010-12-01 09:45:00",1.65,16098,"United Kingdom",19.8
144,536382,22411,2010,12,3,9,"jumbo shopper vintage red paisley",10,"2010-12-01 09:45:00",1.95,16098,"United Kingdom",19.5
145,536382,22379,2010,12,3,9,"recycling bag retrospot",10,"2010-12-01 09:45:00",2.1,16098,"United Kingdom",21
146,536382,22381,2010,12,3,9,"toy tidy pink polkadot",50,"2010-12-01 09:45:00",1.85,16098,"United Kingdom",92.5
147,536382,22798,2010,12,3,9,"antique glass dressing table pot",8,"2010-12-01 09:45:00",2.95,16098,"United Kingdom",23.6
148,536382,22726,2010,12,3,9,"alarm clock bakelike green",4,"2010-12-01 09:45:00",3.75,16098,"United Kingdom",15
149,536382,22926,2010,12,3,9,"ivory giant garden thermometer",12,"2010-12-01 09:45:00",5.95,16098,"United Kingdom",71.4
150,536382,22839,2010,12,3,9,"3 tier cake tin green and cream",2,"2010-12-01 09:45:00",14.95,16098,"United Kingdom",29.9
151,536382,22838,2010,12,3,9,"3 tier cake tin red and cream",2,"2010-12-01 09:45:00",14.95,16098,"United Kingdom",29.9
152,536382,22783,2010,12,3,9,"set 3 wicker oval baskets w lids",4,"2010-12-01 09:45:00",16.95,16098,"United Kingdom",67.8
153,536384,82484,2010,12,3,9,"wood black board ant white finish",3,"2010-12-01 09:53:00",6.45,18074,"United Kingdom",19.35
154,536384,84755,2010,12,3,9,"colour glass t-light holder hanging",48,"2010-12-01 09:53:00",0.65,18074,"United Kingdom",31.2
155,536384,22464,2010,12,3,9,"hanging metal heart lantern",12,"2010-12-01 09:53:00",1.65,18074,"United Kingdom",19.8
156,536384,21324,2010,12,3,9,"hanging medina lantern small",6,"2010-12-01 09:53:00",2.95,18074,"United Kingdom",17.7
157,536384,22457,2010,12,3,9,"natural slate heart chalkboard",12,"2010-12-01 09:53:00",2.95,18074,"United Kingdom",35.4
158,536384,22469,2010,12,3,9,"heart of wicker small",40,"2010-12-01 09:53:00",1.45,18074,"United Kingdom",58
159,536384,22470,2010,12,3,9,"heart of wicker large",40,"2010-12-01 09:53:00",2.55,18074,"United Kingdom",102
160,536384,22224,2010,12,3,9,"white lovebird lantern",6,"2010-12-01 09:53:00",2.95,18074,"United Kingdom",17.7
161,536384,21340,2010,12,3,9,"classic metal birdcage plant holder",2,"2010-12-01 09:53:00",12.75,18074,"United Kingdom",25.5
162,536384,22189,2010,12,3,9,"cream heart card holder",4,"2010-12-01 09:53:00",3.95,18074,"United Kingdom",15.8
163,536384,22427,2010,12,3,9,"enamel flower jug cream",3,"2010-12-01 09:53:00",5.95,18074,"United Kingdom",17.85
164,536384,22428,2010,12,3,9,"enamel fire bucket cream",6,"2010-12-01 09:53:00",6.95,18074,"United Kingdom",41.7
165,536384,22424,2010,12,3,9,"enamel bread bin cream",8,"2010-12-01 09:53:00",10.95,18074,"United Kingdom",87.6
166,536385,22783,2010,12,3,9,"set 3 wicker oval baskets w lids",1,"2010-12-01 09:56:00",19.95,17420,"United Kingdom",19.95
167,536385,22961,2010,12,3,9,"jam making set printed",12,"2010-12-01 09:56:00",1.45,17420,"United Kingdom",17.4
168,536385,22960,2010,12,3,9,"jam making set with jars",6,"2010-12-01 09:56:00",4.25,17420,"United Kingdom",25.5
169,536385,22663,2010,12,3,9,"jumbo bag dolly girl design",10,"2010-12-01 09:56:00",1.95,17420,"United Kingdom",19.5
170,536385,85049A,2010,12,3,9,"traditional christmas ribbons",12,"2010-12-01 09:56:00",1.25,17420,"United Kingdom",15
171,536385,22168,2010,12,3,9,"organiser wood antique white",2,"2010-12-01 09:56:00",8.5,17420,"United Kingdom",17
172,536385,22662,2010,12,3,9,"lunch bag dolly girl design",10,"2010-12-01 09:56:00",1.65,17420,"United Kingdom",16.5
173,536386,84880,2010,12,3,9,"white wire egg holder",36,"2010-12-01 09:57:00",4.95,16029,"United Kingdom",178.2
174,536386,85099C,2010,12,3,9,"jumbo  bag baroque black white",100,"2010-12-01 09:57:00",1.65,16029,"United Kingdom",165
175,536386,85099B,2010,12,3,9,"jumbo bag red retrospot",100,"2010-12-01 09:57:00",1.65,16029,"United Kingdom",165
176,536387,79321,2010,12,3,9,"chilli lights",192,"2010-12-01 09:58:00",3.82,16029,"United Kingdom",733.44
177,536387,22780,2010,12,3,9,"light garland butterfiles pink",192,"2010-12-01 09:58:00",3.37,16029,"United Kingdom",647.04
178,536387,22779,2010,12,3,9,"wooden owls light garland",192,"2010-12-01 09:58:00",3.37,16029,"United Kingdom",647.04
179,536387,22466,2010,12,3,9,"fairy tale cottage nightlight",432,"2010-12-01 09:58:00",1.45,16029,"United Kingdom",626.4
180,536387,21731,2010,12,3,9,"red toadstool led night light",432,"2010-12-01 09:58:00",1.25,16029,"United Kingdom",540
181,536388,21754,2010,12,3,9,"home building block word",3,"2010-12-01 09:59:00",5.95,16250,"United Kingdom",17.85
182,536388,21755,2010,12,3,9,"love building block word",3,"2010-12-01 09:59:00",5.95,16250,"United Kingdom",17.85
183,536388,21523,2010,12,3,9,"doormat fancy font home sweet home",2,"2010-12-01 09:59:00",7.95,16250,"United Kingdom",15.9
184,536388,21363,2010,12,3,9,"home small wood letters",3,"2010-12-01 09:59:00",4.95,16250,"United Kingdom",14.85
185,536388,21411,2010,12,3,9,"gingham heart  doorstop red",3,"2010-12-01 09:59:00",4.25,16250,"United Kingdom",12.75
186,536388,22318,2010,12,3,9,"five heart hanging decoration",6,"2010-12-01 09:59:00",2.95,16250,"United Kingdom",17.7
187,536388,22464,2010,12,3,9,"hanging metal heart lantern",12,"2010-12-01 09:59:00",1.65,16250,"United Kingdom",19.8
188,536388,22915,2010,12,3,9,"assorted bottle top  magnets",12,"2010-12-01 09:59:00",0.42,16250,"United Kingdom",5.04
189,536388,22922,2010,12,3,9,"fridge magnets us diner assorted",12,"2010-12-01 09:59:00",0.85,16250,"United Kingdom",10.2
190,536388,22969,2010,12,3,9,"homemade jam scented candles",12,"2010-12-01 09:59:00",1.45,16250,"United Kingdom",17.4
191,536388,22923,2010,12,3,9,"fridge magnets les enfants assorted",12,"2010-12-01 09:59:00",0.85,16250,"United Kingdom",10.2
192,536388,21115,2010,12,3,9,"rose caravan doorstop",4,"2010-12-01 09:59:00",6.75,16250,"United Kingdom",27
193,536388,22469,2010,12,3,9,"heart of wicker small",12,"2010-12-01 09:59:00",1.65,16250,"United Kingdom",19.8
194,536388,22242,2010,12,3,9,"5 hook hanger magic toadstool",12,"2010-12-01 09:59:00",1.65,16250,"United Kingdom",19.8
195,536389,22941,2010,12,3,10,"christmas lights 10 reindeer",6,"2010-12-01 10:03:00",8.5,12431,Australia,51
196,536389,21622,2010,12,3,10,"vintage union jack cushion cover",8,"2010-12-01 10:03:00",4.95,12431,Australia,39.6
197,536389,21791,2010,12,3,10,"vintage heads and tails card game",12,"2010-12-01 10:03:00",1.25,12431,Australia,15
198,536389,35004C,2010,12,3,10,"set of 3 coloured  flying ducks",6,"2010-12-01 10:03:00",5.45,12431,Australia,32.7
199,536389,35004G,2010,12,3,10,"set of 3 gold flying ducks",4,"2010-12-01 10:03:00",6.35,12431,Australia,25.4
200,536389,85014B,2010,12,3,10,"red retrospot umbrella",6,"2010-12-01 10:03:00",5.95,12431,Australia,35.7
201,536389,85014A,2010,12,3,10,"black/blue polkadot umbrella",3,"2010-12-01 10:03:00",5.95,12431,Australia,17.85
202,536389,22193,2010,12,3,10,"red diner wall clock",2,"2010-12-01 10:03:00",8.5,12431,Australia,17
203,536389,22726,2010,12,3,10,"alarm clock bakelike green",4,"2010-12-01 10:03:00",3.75,12431,Australia,15
204,536389,22727,2010,12,3,10,"alarm clock bakelike red",4,"2010-12-01 10:03:00",3.75,12431,Australia,15
205,536389,22192,2010,12,3,10,"blue diner wall clock",2,"2010-12-01 10:03:00",8.5,12431,Australia,17
206,536389,22191,2010,12,3,10,"ivory diner wall clock",2,"2010-12-01 10:03:00",8.5,12431,Australia,17
207,536389,22195,2010,12,3,10,"large heart measuring spoons",24,"2010-12-01 10:03:00",1.65,12431,Australia,39.6
208,536389,22196,2010,12,3,10,"small heart measuring spoons",24,"2010-12-01 10:03:00",0.85,12431,Australia,20.4
209,536390,22941,2010,12,3,10,"christmas lights 10 reindeer",2,"2010-12-01 10:19:00",8.5,17511,"United Kingdom",17
210,536390,22960,2010,12,3,10,"jam making set with jars",12,"2010-12-01 10:19:00",3.75,17511,"United Kingdom",45
211,536390,22961,2010,12,3,10,"jam making set printed",12,"2010-12-01 10:19:00",1.45,17511,"United Kingdom",17.4
212,536390,22962,2010,12,3,10,"jam jar with pink lid",48,"2010-12-01 10:19:00",0.72,17511,"United Kingdom",34.56
213,536390,22963,2010,12,3,10,"jam jar with green lid",48,"2010-12-01 10:19:00",0.72,17511,"United Kingdom",34.56
214,536390,22968,2010,12,3,10,"rose cottage keepsake box",8,"2010-12-01 10:19:00",8.5,17511,"United Kingdom",68
215,536390,84970S,2010,12,3,10,"hanging heart zinc t-light holder",144,"2010-12-01 10:19:00",0.64,17511,"United Kingdom",92.16
216,536390,22910,2010,12,3,10,"paper chain kit vintage christmas",40,"2010-12-01 10:19:00",2.55,17511,"United Kingdom",102
217,536390,20668,2010,12,3,10,"disco ball christmas decoration",288,"2010-12-01 10:19:00",0.1,17511,"United Kingdom",28.8
218,536390,85123A,2010,12,3,10,"white hanging heart t-light holder",64,"2010-12-01 10:19:00",2.55,17511,"United Kingdom",163.2
